Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,TG,,2,live,,P,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,XX,1,,live,,S,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,ZA,,1,,live,,,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,VE,US,,2,,live,,P,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,XX,CR,,,1,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,XX,ES,,,1,live,,T,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,XX,GB,US,,1,live,,P,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,XX,GH,,,4,live,,P,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,XX,SN,GN,,4880,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,XX,US,XX,,1,live,,,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,YU,SG,CM,,2,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,BE,CM,,100,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,BE,NL,,1,live,,T,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,BE,,100,,live,,T,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,CI,,200,,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,DE,ZA,,1,live,,P,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GB,XX,,2,live,,P,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GH,,3600,,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,GN,,50,,live,,B,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,NL,ZA,,1,live,,,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,ZW,,,2,live,,,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,ZA,GH,,3,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,ZA,GN,,1,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,ZA,TG,,1,live,,T,
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,ZA,,,1,live,,P,C
1988,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ZW,ZA,,,2,live,,T,C
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,BE,GN,,100,,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,BE,LR,,200,226,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,BE,ML,LR,100,,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,CA,SE,XX,,18,live,,,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,CY,NL,LR,,16,live,,,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DE,LR,,410,990,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SN,GN,100,,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,DK,LR,,1,1,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,EG,LR,,,3,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,ES,LR,,,1,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,FR,SN,GN,25,,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CA,,,1,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GB,,2,,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,LR,,,650,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,PK,NG,,1,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,GN,200,,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,GL,DK,XX,,1,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,IT,LR,,,300,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,LB,LR,,,8,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,MT,BE,GN,,6,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,MT,BE,LR,,6,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,MX,CA,ZA,,2,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,NL,GN,,,375,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,NL,GN,,325,,live,,,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,NL,LR,,,2,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,NL,LR,,,550,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,NL,LR,,390,,live,,,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,PT,LR,,,30,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SE,GW,,1,,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SE,SN,GN,260,300,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,SG,LR,CI,,500,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,CA,,,1,live,,P,C
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,ML,600,600,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,XX,,1500,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,,,2,live,,P,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,US,LR,,,1660,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,BE,GN,,30,live,,T,
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,BE,,30,,live,,T,C
1988,II,Psittacus erithacus timneh,Aves,Psittaciformes,Psittacidae,Psittacus,ZA,CI,,50,,live,,T,
1989,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IT,ST,,1,,live,,,I
1989,I,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,US,SA,XX,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,CD,,,4,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,NL,CM,,5,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AE,SG,TG,,6,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AN,NL,CM,,6,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AR,PT,GN,,30,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,DE,CM,6,6,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,GB,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,GN,,100,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,HK,NG,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,SE,,1,,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,AT,TG,,750,800,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CD,,2,49,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CD,,3,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CI,,150,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,CM,,4796,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,EG,ZA,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,NE,BE,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BE,SR,XX,1,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BI,CD,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BM,US,CM,,2,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BM,US,CM,8,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BM,US,LR,,3,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BM,US,SN,,2,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BR,GB,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BW,KE,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,BW,ZA,GH,,4,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,CD,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GB,KE,,1,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,GB,KE,1,,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,NL,CM,,16,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,CI,14,50,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,CM,,36,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,GN,,95,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,SN,,72,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,US,TG,,189,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,ZA,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,ZA,,1,,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,BE,CM,,20,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,CD,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,CM,,36,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,DE,XX,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,PT,CD,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,TG,,,335,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CH,XX,,123,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CI,CG,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CM,BE,ZA,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CN,CA,CD,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CY,GB,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DD,CG,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DD,XX,,2,,live,,,I
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,AO,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,AT,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CD,,8,14,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CG,,1,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CH,XX,1,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CI,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CI,,675,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,CM,,3346,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,DD,XX,,1,live,,Q,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,DD,,,5,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,DK,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GH,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,GN,,,300,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,KE,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,MX,ZA,1,,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,NA,GH,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,NG,,5,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SE,,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SG,XX,1,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SN,CF,,150,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SN,CI,550,500,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,SO,GH,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,TD,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,TG,,2,3,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,US,XX,2,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,US,,2,,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,US,,,2,live,,,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,ZA,,,5,live,,B,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,ZA,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,ZA,,5,,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DE,ZC,,6,,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,SE,XX,2,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DK,SE,,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,DO,NO,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,BE,CM,,5,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,GA,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,EG,SN,CI,,80,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,CD,,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,GN,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,SN,CD,,390,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,SN,CD,390,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,SN,CI,,200,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,SN,CI,250,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,TG,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,ES,TG,,1,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FI,SE,SN,48,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FI,SE,SN,,11,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FI,SE,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CD,,3,21,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CG,,,32,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CH,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CI,,350,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CM,,4,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,CM,,650,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,GA,,7,16,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,GN,,,4,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,NE,NG,,2,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,SN,CI,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,SN,CI,,51,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,SN,GA,,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,CI,,200,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,CM,,77,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,CM,50,100,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TG,GN,100,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,FR,TH,CM,50,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GA,CD,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GA,TG,,,4,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AE,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AT,TG,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,AT,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BN,CM,151,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,BW,UG,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CA,CM,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CA,CM,,1,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CA,,,1,live,,B,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CD,,3,2,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CG,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CG,,4,,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CH,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CI,,2,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,CM,,2000,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,EG,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GB,CG,,1,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GB,CM,4,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GB,SN,2,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GB,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GB,,,2,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GB,,2,,live,,,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,1,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,GH,,,620,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,IE,KE,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,JO,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KE,XX,2,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KE,,1,,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,KE,,1,5,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NG,XX,1,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,NG,,3,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SA,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,CI,,500,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,,,60,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,SN,,2,,live,,,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TG,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TG,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,TZ,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,UG,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,UG,,2,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,US,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,GH,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,,,1,live,,B,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,,2,,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZA,,1,3,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZM,XX,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZM,,2,,live,,P,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GB,ZM,,1,,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GH,CD,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GL,DK,XX,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GN,FR,XX,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GR,CD,,,12,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,GW,FR,CD,,1,live,,,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,ZA,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HK,ZA,,1,,live,,T,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HU,BE,,,1,live,,T,C
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,HU,CD,,,1,live,,P,
1989,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,IL,BE,CM,,155,live,,T,
